Family	Ingroup0	Ingroup1	Outgroup
Cervidae	Ozotoceros_bezoarticus	Rusa_timorensis	Muntiacus_reevesi
Cervidae	Ozotoceros_bezoarticus	Rusa_timorensis	Rangifer_tarandus
Cervidae	Ozotoceros_bezoarticus	Rusa_timorensis	Rucervus_eldii
Cervidae	Ozotoceros_bezoarticus	Rusa_timorensis	Alces_alces
Cervidae	Ozotoceros_bezoarticus	Rusa_timorensis	Przewalskium_albirostris
Cervidae	Ozotoceros_bezoarticus	Rusa_timorensis	Rusa_alfredi
Cervidae	Ozotoceros_bezoarticus	Rusa_timorensis	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Rusa_timorensis	Muntiacus_crinifrons
Cervidae	Ozotoceros_bezoarticus	Rusa_timorensis	Dama_mesopotamica
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Rusa_timorensis
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Cervus_elaphus
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Dama_dama
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Rucervus_duvaucelii
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Axis_axis
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Muntiacus_vuquangensis
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Axis_porcinus
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Elaphurus_davidianus
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Muntiacus_muntjak
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Muntiacus_reevesi
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Rangifer_tarandus
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Rucervus_eldii
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Odocoileus_hemionus
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Alces_alces
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Przewalskium_albirostris
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Pudu_puda
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Blastocerus_dichotomus
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Rusa_alfredi
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Muntiacus_crinifrons
Cervidae	Ozotoceros_bezoarticus	Mazama_nemorivaga	Dama_mesopotamica
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Rusa_timorensis
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Cervus_elaphus
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Dama_dama
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Rucervus_duvaucelii
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Axis_axis
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Muntiacus_vuquangensis
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Axis_porcinus
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Elaphurus_davidianus
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Muntiacus_muntjak
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Muntiacus_reevesi
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Rangifer_tarandus
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Rucervus_eldii
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Odocoileus_hemionus
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Alces_alces
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Przewalskium_albirostris
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Pudu_puda
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Blastocerus_dichotomus
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Rusa_alfredi
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Muntiacus_crinifrons
Cervidae	Ozotoceros_bezoarticus	Hippocamelus_antisensis	Dama_mesopotamica
Cervidae	Ozotoceros_bezoarticus	Mazama_americana	Rusa_timorensis
Cervidae	Ozotoceros_bezoarticus	Mazama_americana	Cervus_elaphus
Cervidae	Ozotoceros_bezoarticus	Mazama_americana	Rucervus_duvaucelii
Cervidae	Ozotoceros_bezoarticus	Mazama_americana	Axis_axis
Cervidae	Ozotoceros_bezoarticus	Mazama_americana	Axis_porcinus
Cervidae	Ozotoceros_bezoarticus	Mazama_americana	Odocoileus_hemionus
Cervidae	Ozotoceros_bezoarticus	Mazama_americana	Przewalskium_albirostris
Cervidae	Ozotoceros_bezoarticus	Mazama_americana	Pudu_puda
Cervidae	Ozotoceros_bezoarticus	Mazama_americana	Blastocerus_dichotomus
Cervidae	Ozotoceros_bezoarticus	Mazama_americana	Rusa_alfredi
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Dama_dama
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Rucervus_duvaucelii
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Axis_axis
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Muntiacus_vuquangensis
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Axis_porcinus
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Elaphurus_davidianus
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Muntiacus_muntjak
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Muntiacus_reevesi
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Rangifer_tarandus
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Rucervus_eldii
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Alces_alces
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Przewalskium_albirostris
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Rusa_alfredi
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Muntiacus_crinifrons
Cervidae	Ozotoceros_bezoarticus	Cervus_elaphus	Dama_mesopotamica
Cervidae	Ozotoceros_bezoarticus	Dama_dama	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Rucervus_duvaucelii	Dama_dama
Cervidae	Ozotoceros_bezoarticus	Rucervus_duvaucelii	Muntiacus_vuquangensis
Cervidae	Ozotoceros_bezoarticus	Rucervus_duvaucelii	Elaphurus_davidianus
Cervidae	Ozotoceros_bezoarticus	Rucervus_duvaucelii	Muntiacus_muntjak
Cervidae	Ozotoceros_bezoarticus	Rucervus_duvaucelii	Muntiacus_reevesi
Cervidae	Ozotoceros_bezoarticus	Rucervus_duvaucelii	Rangifer_tarandus
Cervidae	Ozotoceros_bezoarticus	Rucervus_duvaucelii	Rucervus_eldii
Cervidae	Ozotoceros_bezoarticus	Rucervus_duvaucelii	Alces_alces
Cervidae	Ozotoceros_bezoarticus	Rucervus_duvaucelii	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Rucervus_duvaucelii	Muntiacus_crinifrons
Cervidae	Ozotoceros_bezoarticus	Rucervus_duvaucelii	Dama_mesopotamica
Cervidae	Ozotoceros_bezoarticus	Axis_axis	Dama_dama
Cervidae	Ozotoceros_bezoarticus	Axis_axis	Muntiacus_vuquangensis
Cervidae	Ozotoceros_bezoarticus	Axis_axis	Elaphurus_davidianus
Cervidae	Ozotoceros_bezoarticus	Axis_axis	Muntiacus_muntjak
Cervidae	Ozotoceros_bezoarticus	Axis_axis	Muntiacus_reevesi
Cervidae	Ozotoceros_bezoarticus	Axis_axis	Rangifer_tarandus
Cervidae	Ozotoceros_bezoarticus	Axis_axis	Rucervus_eldii
Cervidae	Ozotoceros_bezoarticus	Axis_axis	Alces_alces
Cervidae	Ozotoceros_bezoarticus	Axis_axis	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Axis_axis	Muntiacus_crinifrons
Cervidae	Ozotoceros_bezoarticus	Axis_axis	Dama_mesopotamica
Cervidae	Ozotoceros_bezoarticus	Muntiacus_vuquangensis	Dama_dama
Cervidae	Ozotoceros_bezoarticus	Muntiacus_vuquangensis	Elaphurus_davidianus
Cervidae	Ozotoceros_bezoarticus	Muntiacus_vuquangensis	Rangifer_tarandus
Cervidae	Ozotoceros_bezoarticus	Muntiacus_vuquangensis	Alces_alces
Cervidae	Ozotoceros_bezoarticus	Muntiacus_vuquangensis	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Muntiacus_vuquangensis	Dama_mesopotamica
Cervidae	Ozotoceros_bezoarticus	Axis_porcinus	Dama_dama
Cervidae	Ozotoceros_bezoarticus	Axis_porcinus	Muntiacus_vuquangensis
Cervidae	Ozotoceros_bezoarticus	Axis_porcinus	Elaphurus_davidianus
Cervidae	Ozotoceros_bezoarticus	Axis_porcinus	Muntiacus_muntjak
Cervidae	Ozotoceros_bezoarticus	Axis_porcinus	Muntiacus_reevesi
Cervidae	Ozotoceros_bezoarticus	Axis_porcinus	Rangifer_tarandus
Cervidae	Ozotoceros_bezoarticus	Axis_porcinus	Rucervus_eldii
Cervidae	Ozotoceros_bezoarticus	Axis_porcinus	Alces_alces
Cervidae	Ozotoceros_bezoarticus	Axis_porcinus	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Axis_porcinus	Muntiacus_crinifrons
Cervidae	Ozotoceros_bezoarticus	Axis_porcinus	Dama_mesopotamica
Cervidae	Ozotoceros_bezoarticus	Elaphurus_davidianus	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Muntiacus_muntjak	Dama_dama
Cervidae	Ozotoceros_bezoarticus	Muntiacus_muntjak	Elaphurus_davidianus
Cervidae	Ozotoceros_bezoarticus	Muntiacus_muntjak	Rangifer_tarandus
Cervidae	Ozotoceros_bezoarticus	Muntiacus_muntjak	Alces_alces
Cervidae	Ozotoceros_bezoarticus	Muntiacus_muntjak	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Muntiacus_muntjak	Dama_mesopotamica
Cervidae	Ozotoceros_bezoarticus	Muntiacus_reevesi	Dama_dama
Cervidae	Ozotoceros_bezoarticus	Muntiacus_reevesi	Elaphurus_davidianus
Cervidae	Ozotoceros_bezoarticus	Muntiacus_reevesi	Rangifer_tarandus
Cervidae	Ozotoceros_bezoarticus	Muntiacus_reevesi	Alces_alces
Cervidae	Ozotoceros_bezoarticus	Muntiacus_reevesi	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Muntiacus_reevesi	Dama_mesopotamica
Cervidae	Ozotoceros_bezoarticus	Rangifer_tarandus	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Rucervus_eldii	Dama_dama
Cervidae	Ozotoceros_bezoarticus	Rucervus_eldii	Elaphurus_davidianus
Cervidae	Ozotoceros_bezoarticus	Rucervus_eldii	Rangifer_tarandus
Cervidae	Ozotoceros_bezoarticus	Rucervus_eldii	Alces_alces
Cervidae	Ozotoceros_bezoarticus	Rucervus_eldii	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Rucervus_eldii	Dama_mesopotamica
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Dama_dama
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Rucervus_duvaucelii
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Axis_axis
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Muntiacus_vuquangensis
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Axis_porcinus
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Elaphurus_davidianus
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Muntiacus_muntjak
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Muntiacus_reevesi
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Rangifer_tarandus
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Rucervus_eldii
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Alces_alces
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Przewalskium_albirostris
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Rusa_alfredi
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Capreolus_pygargus
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Muntiacus_crinifrons
Cervidae	Ozotoceros_bezoarticus	Odocoileus_hemionus	Dama_mesopotamica
